日期,开盘,收盘,高,低,涨跌幅
2016年1月9日,452.9,448.3,454.5,444.9,-0.0101
2016年2月10日,375.3,381.9,385.4,374.1,0.0175
2016年2月11日,381.9,379.5,383.2,372.8,-0.0064
2016年2月12日,379.5,384,386.4,379.3,0.0121
2016年2月13日,384,390.1,392.6,383.3,0.0158
2016年2月14日,390.1,405.5,405.9,390.1,0.0395
2016年2月15日,405.5,401.1,410.9,396.6,-0.0109
2016年2月16日,401.1,406.4,409.8,398,0.0133
2016年2月17日,406.4,417.1,421.5,405,0.0264
2016年2月18日,417.1,421.4,425.5,414.8,0.0102
2016年2月19日,421.4,420,424.3,416.4,-0.0034
2016年2月1日,369.8,372.2,379.8,365.3,0.0063
2016年2月20日,420,440.1,442.7,419.5,0.0478
2016年2月21日,440.1,437.9,447.6,425.5,-0.005
2016年2月22日,437.9,437.8,440.2,431.3,-0.0002
2016年2月23日,437.8,419.9,440.8,414.4,-0.0409
2016年2月24日,419.9,422.7,425.2,410.4,0.0067
2016年2月25日,422.7,423.5,427.2,417.5,0.0018
2016年2月26日,423.5,427.3,427.6,419.1,0.0091
2016年2月27日,427.3,431.3,434.1,427.3,0.0093
2016年2月28日,431.3,432.5,435.6,421.2,0.0027
2016年2月29日,432.5,436.2,441.3,429.8,0.0086
2016年2月2日,372.2,373.9,376.6,371.4,0.0047
2016年2月3日,373.9,368,375.9,366.2,-0.0158
2016年2月4日,368,390.6,391.8,368,0.0615
2016年2月5日,390.6,386.5,391.1,384.5,-0.0107
2016年2月6日,386.5,376.7,386.4,372.9,-0.0253
2016年2月7日,376.7,377.9,382.6,375.3,0.0033
2016年2月8日,377.9,372.6,380.9,372.1,-0.014
2016年2月9日,372.6,375.3,377.6,371.4,0.0072
2016年3月10日,412.8,415.8,417.5,410.3,0.0074
2016年3月11日,415.8,419.1,422.4,415.1,0.0079
2016年3月12日,419.1,410.4,420.7,407,-0.0209
2016年3月13日,410.4,412.4,415.9,409.6,0.005
2016年3月14日,412.4,414.3,416.1,411.2,0.0046
2016年3月15日,414.3,415.1,417.4,412.3,0.002
2016年3月16日,415.1,415.9,417,413.3,0.0019
2016年3月17日,415.9,418.2,419.6,415.3,0.0054
2016年3月18日,418.2,408.2,418.6,402.5,-0.0239
2016年3月19日,408.2,408.7,410.5,402.1,0.0013
2016年3月1日,436.2,434,439,428.5,-0.005
2016年3月20日,408.7,411.5,413.5,407.2,0.0069
2016年3月21日,411.5,411.1,413.1,407.3,-0.001
2016年3月22日,411.1,416.2,417.9,410.8,0.0124
2016年3月23日,416.2,417,419.6,414.2,0.0019
2016年3月24日,417,414.7,417.7,412.9,-0.0054
2016年3月25日,414.7,415.7,417.3,412.4,0.0023
2016年3月26日,415.7,416.5,417.7,413.9,0.0019
2016年3月27日,416.5,424.6,427.4,415.5,0.0194
2016年3月28日,424.6,422.2,425.4,419.7,-0.0056
2016年3月29日,422.2,415,424.5,406.4,-0.0171
2016年3月2日,434,425.4,435.9,423.9,-0.02
2016年3月30日,415,412.4,416.2,408.4,-0.0062
2016年3月31日,412.4,415.7,417.2,411.5,0.0078
2016年3月3日,425.4,419.6,425.8,414.9,-0.0136
2016年3月4日,419.6,409.5,423.4,407.2,-0.024
2016年3月5日,409.5,399,410.1,386.9,-0.0256
2016年3月6日,399,406,412,393.1,0.0174
2016年3月7日,406,414.9,416.6,402,0.0219
2016年3月8日,414.9,411.9,416.7,408.4,-0.0072
2016年3月9日,411.9,412.8,414.9,408.9,0.0021
2016年4月10日,418,420.3,421.6,416.7,0.0053
2016年4月11日,420.3,421.4,422.4,418.1,0.0028
2016年4月12日,421.4,424.7,426.7,420.7,0.0079
2016年4月13日,424.7,423.5,426.6,421.4,-0.003
2016年4月14日,423.5,424,425.4,421.8,0.0013
2016年4月15日,424,428.7,429.5,423.3,0.011
2016年4月16日,428.7,430,432,426.8,0.0032
2016年4月17日,430,426.3,430.6,423.8,-0.0088
2016年4月18日,426.3,427.7,429.1,424.4,0.0034
2016年4月19日,427.7,434.9,436.1,426.8,0.0169
2016年4月1日,415.7,415.6,416.9,412.8,0
2016年4月20日,434.9,441.2,442.9,432.5,0.0143
2016年4月21日,441.2,449.3,450.8,439.5,0.0185
2016年4月22日,449.3,445.3,450.2,441.9,-0.009
2016年4月23日,445.3,450.1,451.5,443.1,0.0108
2016年4月24日,450.1,457.6,461.8,447.9,0.0166
2016年4月25日,457.6,461.7,466.2,451.8,0.0091
2016年4月26日,461.7,466,468.9,459.2,0.0092
2016年4月27日,466,447,467.9,444.6,-0.0408
2016年4月28日,447,448.5,450.1,433.9,0.0033
2016年4月29日,448.5,455,456.3,445.2,0.0145
2016年4月2日,415.6,418.5,420.1,415.1,0.0069
2016年4月30日,455,448.5,456.9,446.6,-0.0142
2016年4月3日,418.5,419.1,420.2,417,0.0013
2016年4月4日,419.1,419.3,420.4,416.2,0.0006
2016年4月5日,419.3,422.1,423.7,418,0.0065
2016年4月6日,422.1,421.3,422.8,419.5,-0.0019
2016年4月7日,421.3,420.1,422,417.9,-0.0027
2016年4月8日,420.1,417.7,423.5,415.5,-0.0058
2016年4月9日,417.7,418,418.9,412.4,0.0009
2016年5月10日,460.4,449.4,462.1,446.8,-0.0241
2016年5月11日,449.4,452.5,456.1,449.6,0.007
2016年5月12日,452.5,454.4,455.3,448.4,0.0043
2016年5月13日,454.4,455.4,457.2,451.5,0.0022
2016年5月14日,455.4,456.4,457.7,453.6,0.0023
2016年5月15日,456.4,458.1,460.3,455,0.0037
2016年5月16日,458.1,454.9,459.6,450.7,-0.0071
2016年5月17日,454.9,453.3,456.3,451.7,-0.0036
2016年5月18日,453.3,454.2,456.6,452.4,0.0021
2016年5月19日,454.2,442.7,455.2,441.1,-0.0255
2016年5月1日,448.5,452.2,454.2,447.5,0.0083
2016年5月20日,442.7,442.1,447.8,435.4,-0.0012
2016年5月21日,442.1,443.6,445.2,439.7,0.0035
2016年5月22日,443.6,439.6,444.2,436.9,-0.0091
2016年5月23日,439.6,443.7,445,438.2,0.0093
2016年5月24日,443.7,446.1,447.9,442,0.0055
2016年5月25日,446.1,449.8,451.2,445.4,0.0082
2016年5月26日,449.8,453.3,454.3,447.7,0.0078
2016年5月27日,453.3,474,479.2,452.7,0.0458
2016年5月28日,474,524.2,531.8,467,0.1058
2016年5月29日,524.2,516,548,493.2,-0.0156
2016年5月2日,452.2,444.2,453.9,440.2,-0.0178
2016年5月30日,516,532.3,544.2,512.8,0.0314
2016年5月31日,532.3,528.9,546.9,513.2,-0.0063
2016年5月3日,444.2,450.3,451.5,441.5,0.0137
2016年5月4日,450.3,445.8,450.9,444.2,-0.0099
2016年5月5日,445.8,448.1,449.2,444.4,0.0051
2016年5月6日,448.1,459.6,461.5,445.7,0.0256
2016年5月7日,459.6,458.5,460.6,454.6,-0.0024
2016年5月8日,458.5,457.9,460.2,454.9,-0.0013
2016年5月9日,457.9,460.4,464.2,455.4,0.0056
2016年6月10日,574.7,577.9,579.3,571.1,0.0056
2016年6月11日,577.9,591.6,592.6,576.3,0.0237
2016年6月12日,591.6,666.5,683.8,592.8,0.1267
2016年6月13日,666.5,700.1,718.2,652.8,0.0503
2016年6月14日,700.1,685.1,702.5,654.7,-0.0213
2016年6月15日,685.1,690.8,695.1,670.5,0.0082
2016年6月16日,690.8,761.2,769.7,687.4,0.102
2016年6月17日,761.2,743.9,771.9,704.2,-0.0227
2016年6月18日,743.9,753.8,776,727.1,0.0133
2016年6月19日,753.8,761,765.1,740.4,0.0096
2016年6月1日,528.9,537.4,542.3,521.3,0.016
2016年6月20日,761,734,764.6,717.4,-0.0356
2016年6月21日,734,667.4,732.2,626,-0.0907
2016年6月22日,667.4,590.6,677.8,586.6,-0.1151
2016年6月23日,590.6,620.8,629.5,539.3,0.0513
2016年6月24日,620.8,656.9,687.4,616.4,0.0581
2016年6月25日,656.9,663.5,688.1,640.8,0.0101
2016年6月26日,663.5,625.4,665.2,609.9,-0.0574
2016年6月27日,625.4,644.7,650.3,615.2,0.0308
2016年6月28日,644.7,644.9,659.3,634.3,0.0004
2016年6月29日,644.9,636.5,645.9,621.8,-0.0129
2016年6月2日,537.4,537.1,541.5,530.5,-0.0006
2016年6月30日,636.5,670,673,631.2,0.0526
2016年6月3日,537.1,567,573.7,534.3,0.0557
2016年6月4日,567,572,592.7,560.9,0.0087
2016年6月5日,572,574.9,583.6,567.8,0.0052
2016年6月6日,574.9,583.6,586.7,571.7,0.0151
2016年6月7日,583.6,575.6,591.3,543.6,-0.0137
2016年6月8日,575.6,580.5,582.4,567.8,0.0086
2016年6月9日,580.5,574.7,580.7,569.3,-0.01
2016年7月10日,651.8,647.1,652,636.8,-0.0072
2016年7月11日,647.1,646.7,657.5,640,-0.0006
2016年7月12日,646.7,670.6,673.2,644.6,0.0369
2016年7月13日,670.6,661.2,672,656,-0.014
2016年7月14日,661.2,657.3,661.9,646.3,-0.0059
2016年7月15日,657.3,664.2,667.5,656.5,0.0106
2016年7月16日,664.2,660.7,665.4,655.7,-0.0053
2016年7月17日,660.7,676.3,680.9,660.1,0.0237
2016年7月18日,676.3,670.4,680.4,664.6,-0.0088
2016年7月19日,670.4,671.1,673.2,663.6,0.0011
2016年7月1日,670,674.6,685.1,661.1,0.0068
2016年7月20日,671.1,664.4,672.3,659.5,-0.01
2016年7月21日,664.4,664.6,666.5,657.8,0.0003
2016年7月22日,664.6,651.1,669.4,645.7,-0.0203
2016年7月23日,651.1,655.2,658.2,648,0.0062
2016年7月24日,655.2,659.3,664.2,651,0.0063
2016年7月25日,659.3,654,662.5,651.1,-0.008
2016年7月26日,654,654.4,657.8,643.5,0.0006
2016年7月27日,654.4,654.5,659.1,646,0.0002
2016年7月28日,654.5,654.1,658,650.8,-0.0006
2016年7月29日,654.1,655.4,657.4,651,0.002
2016年7月2日,674.6,698.1,700.5,671.5,0.0348
2016年7月30日,655.4,654.7,657.5,652.1,-0.0011
2016年7月31日,654.7,621.9,654.9,621.4,-0.0502
2016年7月3日,698.1,661.6,701.5,644.6,-0.0522
2016年7月4日,661.6,675.2,679,644,0.0204
2016年7月5日,675.2,663.7,679.2,657.3,-0.017
2016年7月6日,663.7,672.7,678.4,662.2,0.0136
2016年7月7日,672.7,635.3,676.2,605,-0.0557
2016年7月8日,635.3,662.8,663.4,630.2,0.0433
2016年7月9日,662.8,651.8,663.5,620.7,-0.0165
2016年8月10日,585.3,590.9,600.5,580.9,0.0097
2016年8月11日,590.9,587.8,599.2,585.4,-0.0052
2016年8月12日,587.8,587.1,591.1,582.2,-0.0012
2016年8月13日,587.1,584.6,590.1,582.8,-0.0043
2016年8月14日,584.6,569.1,585.8,559.9,-0.0266
2016年8月15日,569.1,567,575,559.3,-0.0037
2016年8月16日,567,580.2,583.4,563.4,0.0234
2016年8月17日,580.2,572.3,581.1,568.7,-0.0135
2016年8月18日,572.3,573.4,579.5,570.8,0.0018
2016年8月19日,573.4,574.6,577.9,566.3,0.002
2016年8月1日,621.9,607,627.9,603.5,-0.0239
2016年8月20日,574.6,582.6,583.5,572.3,0.014
2016年8月21日,582.6,580.7,585.3,577.8,-0.0033
2016年8月22日,580.7,587.5,591.9,577.1,0.0117
2016年8月23日,587.5,583.6,589.9,578.6,-0.0067
2016年8月24日,583.6,579.7,584.5,576.8,-0.0067
2016年8月25日,579.7,578,580.7,570.8,-0.0029
2016年8月26日,578,579.4,582.7,575.8,0.0024
2016年8月27日,579.4,570.3,580.4,567.3,-0.0156
2016年8月28日,570.3,575,576.3,569.2,0.0081
2016年8月29日,575,574.2,578.6,571.4,-0.0013
2016年8月2日,607,513.4,613.8,471.4,-0.1542
2016年8月30日,574.2,577.3,579.9,572.5,0.0054
2016年8月31日,577.3,573.9,578.3,571.7,-0.006
2016年8月3日,513.4,566.4,573.1,514.1,0.1032
2016年8月4日,566.4,576.2,584.9,559.5,0.0173
2016年8月5日,576.2,574.7,580,565.8,-0.0027
2016年8月6日,574.7,586.5,596.7,565.3,0.0205
2016年8月7日,586.5,590.8,596,580.9,0.0075
2016年8月8日,590.8,589.2,594.2,585.4,-0.0027
2016年8月9日,589.2,585.3,591.2,581.1,-0.0068
2016年9月10日,623.2,624.5,627.5,621.1,0.0022
2016年9月11日,624.5,605.6,630.8,592.8,-0.0303
2016年9月12日,605.6,608,610.6,603,0.0039
2016年9月13日,608,608.6,612,604.9,0.001
2016年9月14日,608.6,609.5,612.2,606.4,0.0015
2016年9月15日,609.5,608.1,610.7,605.1,-0.0023
2016年9月16日,608.1,607.8,610.4,605.2,-0.0005
2016年9月17日,607.8,607.1,609.6,604.5,-0.0012
2016年9月18日,607.1,610.7,612.4,605.2,0.006
2016年9月19日,610.7,609.8,612.4,607,-0.0014
2016年9月1日,573.9,572,705,569.4,-0.0033
2016年9月20日,609.8,609.2,611.3,605.9,-0.001
2016年9月21日,609.2,597.2,608.8,591.7,-0.0198
2016年9月22日,597.2,595.6,599.8,592.8,-0.0026
2016年9月23日,595.6,602.9,603.7,594.1,0.0122
2016年9月24日,602.9,602.6,605.9,600.5,-0.0005
2016年9月25日,602.6,601.5,604.9,598.3,-0.0018
2016年9月26日,601.5,606.5,608.5,598.2,0.0084
2016年9月27日,606.5,605.5,609,601.7,-0.0018
2016年9月28日,605.5,604.7,606.9,602.6,-0.0013
2016年9月29日,604.7,604.7,607.2,602,0
2016年9月2日,572,575.3,577.6,569.3,0.0058
2016年9月30日,604.7,608.1,608.8,602.3,0.0057
2016年9月3日,575.3,598.8,605,572.6,0.0409
2016年9月4日,598.8,609.5,615.2,590.8,0.0179
2016年9月5日,609.5,605.8,610.6,598.8,-0.0062
2016年9月6日,605.8,610.4,612,603.5,0.0077
2016年9月7日,610.4,613.2,616.5,606.2,0.0045
2016年9月8日,613.2,625.6,629.3,611.3,0.0202
2016年9月9日,625.6,623.2,627.6,617.3,-0.0039
2017年10月10日,4777.5,4763.4,4930,4722.8,-0.003
2017年10月11日,4763.4,4824.2,4874.9,4718.6,0.0128
2017年10月12日,4824.2,5432.6,5432.6,4815,0.1261
2017年10月13日,5432.6,5637.3,5852.8,5392,0.0377
2017年10月14日,5637.3,5824.7,5839.6,5568.9,0.0333
2017年10月15日,5824.7,5688.1,5862.7,5448.2,-0.0234
2017年10月16日,5677.4,5759.3,5795.3,5576.1,0.0125
2017年10月17日,5759.3,5598.6,5773.3,5521.1,-0.0279
2017年10月18日,5598.6,5575.8,5601.3,5114.9,-0.0041
2017年10月19日,5576.7,5698.6,5737.4,5517.6,0.022
2017年10月1日,4360.6,4403.1,4412.6,4258.3,0.0097
2017年10月20日,5698.6,5993.1,6075.3,5611.4,0.0517
2017年10月21日,5993.1,6006.6,6187.2,5874.5,0.0023
2017年10月22日,6006.6,5982.9,6070.6,5723,-0.004
2017年10月23日,5982.9,5903.6,6049,5644.2,-0.0132
2017年10月24日,5903.6,5513.1,5904.6,5463.4,-0.0662
2017年10月25日,5513.1,5734,5748,5375.6,0.0401
2017年10月26日,5734,5887.6,5970.4,5689.9,0.0268
2017年10月27日,5887.6,5764.6,5997.8,5692.3,-0.0209
2017年10月28日,5764.6,5726.6,5871,5654.8,-0.0066
2017年10月29日,5726.6,6147.5,6295.4,5679.4,0.0735
2017年10月2日,4403.1,4401.3,4477.4,4364.7,-0.0004
2017年10月30日,6147.7,6124.3,6226.2,6019,-0.0038
2017年10月31日,6124.3,6451.2,6467.2,6090.8,0.0534
2017年10月3日,4401.3,4314.2,4436,4230.7,-0.0198
2017年10月4日,4314.2,4218.7,4355.3,4183.6,-0.0221
2017年10月5日,4218.7,4321.4,4365.8,4143.4,0.0244
2017年10月6日,4321.4,4371.9,4422.1,4296.9,0.0117
2017年10月7日,4371.9,4435.8,4472.9,4319.5,0.0146
2017年10月8日,4435.8,4611.7,4622.9,4419.4,0.0397
2017年10月9日,4611.7,4777.5,4875.4,4556.1,0.0359
2017年11月10日,7129.6,6565.8,7319,6406,-0.0791
2017年11月11日,6565.8,6339.9,6821.5,6197.9,-0.0344
2017年11月12日,6339.9,5878.1,6490.5,5493.6,-0.0728
2017年11月13日,5878.1,6522.5,6760.1,5828.3,0.1096
2017年11月14日,6522.5,6597.1,6728.6,6419.2,0.0114
2017年11月15日,6597.1,7283.2,7330.1,6596.9,0.104
2017年11月16日,7283,7853.7,7964.6,7119.2,0.0783
2017年11月17日,7853.7,7700,8000.2,7534.7,-0.0196
2017年11月18日,7700,7780.9,7857.5,7458.9,0.0105
2017年11月19日,7781,8042.6,8100.9,7675.4,0.0336
2017年11月1日,6449.1,6737.8,6738.7,6355,0.0444
2017年11月20日,8042.6,8244.7,8294.1,7947.3,0.0251
2017年11月21日,8245.9,8100,8368.4,7819.1,-0.0176
2017年11月22日,8099.9,8234.5,8304.4,8091.6,0.0166
2017年11月23日,8234.5,8013.4,8266.5,8012.4,-0.0269
2017年11月24日,8013.4,8200.8,8332.9,7900.2,0.0234
2017年11月25日,8203.5,8754.7,8762,8153.7,0.0675
2017年11月26日,8754.6,9318.4,9474.6,8746.6,0.0644
2017年11月27日,9318.4,9733.2,9733.6,9316.8,0.0445
2017年11月28日,9732.6,9906,9969.6,9638.2,0.0178
2017年11月29日,9906,9837.9,11417.8,8938.7,-0.0069
2017年11月2日,6737.8,7024.8,7339.9,6737.8,0.0426
2017年11月30日,9848,9946.8,10689.1,9023.8,0.0111
2017年11月3日,7024.8,7152.1,7445.6,6938.9,0.0181
2017年11月4日,7147,7363.8,7492.2,6957.8,0.0296
2017年11月5日,7363.8,7389.5,7599.4,7284.3,0.0035
2017年11月6日,7389.5,6959.2,7429.7,6934.7,-0.0582
2017年11月7日,6959.3,7102.8,7222.4,6957.8,0.0206
2017年11月8日,7102.2,7444.4,7869.1,7027,0.0481
2017年11月9日,7444.4,7129.6,7457.1,7040.8,-0.0423
2017年12月10日,14840,15059.6,15783.2,13031,0.0146
2017年12月11日,15060.5,16732.5,17399.2,15024.6,0.1111
2017年12月12日,16733.3,17083.9,17560.7,16254.5,0.021
2017年12月13日,17083.9,16286.8,17268,15669.9,-0.0467
2017年12月14日,16286.8,16467.9,16941.1,16023.6,0.0111
2017年12月15日,16467.9,17604.8,17987,16442.2,0.069
2017年12月16日,17594.1,19345.5,19587.7,17318.5,0.0989
2017年12月17日,19346.6,19065.7,19870.6,18750.9,-0.0145
2017年12月18日,19065.7,18972.3,19221.1,18114.4,-0.0049
2017年12月19日,18971.2,17523.7,19022,16812.8,-0.0764
2017年12月1日,9947.1,10861.5,10942.8,9420.9,0.092
2017年12月20日,17521.7,16462,17813.6,15642.7,-0.0606
2017年12月21日,16461.1,15632.1,17301.8,14953,-0.0504
2017年12月22日,15632.1,13665,15823.7,10875.7,-0.1258
2017年12月23日,13665,14396.5,15493.2,13356.1,0.0535
2017年12月24日,14396.6,13790,14413.7,12166.5,-0.0421
2017年12月25日,13790,13833.5,14467.4,13010.7,0.0032
2017年12月26日,13830.2,15756.6,16094.7,13748.5,0.139
2017年12月27日,15757,15416.6,16514.6,14534.7,-0.0216
2017年12月28日,15416.3,14398.7,15505.5,13466.1,-0.066
2017年12月29日,14398.5,14392.6,15109.8,13951.1,-0.0004
2017年12月2日,10861.5,10912.7,11175.2,10715.5,0.0047
2017年12月30日,14392.1,12531.5,14461.5,11962.1,-0.1293
2017年12月31日,12532.4,13850.4,14241.8,12359.4,0.1052
2017年12月3日,10912.7,11246.2,11851.1,10578.4,0.0306
2017年12月4日,11244.2,11623.9,11624.6,10917.8,0.0336
2017年12月5日,11624.4,11667.1,11901.9,11486.1,0.0037
2017年12月6日,11667.1,13749.6,13843.2,11661.8,0.1785
2017年12月7日,13750.1,16850.3,16879.3,13401.6,0.2255
2017年12月8日,16868,16047.6,17294.8,13906.1,-0.0476
2017年12月9日,16048.2,14843.4,16313.2,13151.5,-0.075
2017年1月10日,899.8,904.4,911.3,890.1,0.0051
2017年1月11日,904.4,785.4,917.7,751.6,-0.1315
2017年1月12日,785.4,810.1,828.2,739.5,0.0314
2017年1月13日,810.1,824.8,835,771,0.0182
2017年1月14日,824.8,819.6,838.9,808.3,-0.0063
2017年1月15日,819.6,821.2,826.4,808.6,0.0019
2017年1月16日,821.2,827.3,836.7,817.7,0.0075
2017年1月17日,827.3,899.7,906.4,825,0.0874
2017年1月18日,899.7,872,913.7,845.9,-0.0307
2017年1月19日,872,895.2,905.3,870.7,0.0266
2017年1月1日,963.4,995.4,1001.6,956.1,0.0333
2017年1月20日,895.2,892.9,901.5,878.9,-0.0026
2017年1月21日,892.9,919.8,928.9,889.5,0.0302
2017年1月22日,919.8,918.8,938.4,888.6,-0.0011
2017年1月23日,918.8,921.5,928,910.8,0.0029
2017年1月24日,921.5,893.8,925.6,889.2,-0.0301
2017年1月25日,893.8,894.4,905.7,883.6,0.0007
2017年1月26日,894.4,915.6,919.3,893.5,0.0236
2017年1月27日,915.6,918,922.6,907.9,0.0027
2017年1月28日,918,918.5,921.9,912.8,0.0005
2017年1月29日,918.5,914.5,922.4,912.7,-0.0043
2017年1月2日,995.4,1017,1031.7,990.2,0.0217
2017年1月30日,914.5,920.7,922.3,911.5,0.0068
2017年1月31日,920.7,965.5,967.5,917.4,0.0486
2017年1月3日,1017,1033.3,1035.5,1006.5,0.016
2017年1月4日,1033.3,1135.4,1148.5,1022.3,0.0988
2017年1月5日,1135.4,989.3,1150.6,874.5,-0.1286
2017年1月6日,989.3,886.2,1027.4,852.5,-0.1043
2017年1月7日,886.2,888.9,900.9,806.7,0.0031
2017年1月8日,888.9,900.9,936.1,875.8,0.0135
2017年1月9日,900.9,899.8,910.5,870.9,-0.0012
2017年2月10日,979,997.6,1005.6,947,0.0191
2017年2月11日,997.6,1008.3,1014.3,983.9,0.0107
2017年2月12日,1008.3,996.5,1007.8,992.5,-0.0117
2017年2月13日,996.5,995.4,1007.6,975.1,-0.0012
2017年2月14日,995.4,1008.3,1013.8,986.5,0.013
2017年2月15日,1008.3,1008.2,1010.9,999.7,-0.0001
2017年2月16日,1008.2,1031.9,1040.3,1007.4,0.0235
2017年2月17日,1031.9,1049.4,1057.4,1025.9,0.0169
2017年2月18日,1049.4,1052.3,1063.2,1044.7,0.0027
2017年2月19日,1052.3,1048.9,1056.5,1037.7,-0.0032
2017年2月1日,965.5,982.4,986.6,959.8,0.0175
2017年2月20日,1048.9,1077.6,1081.8,1041,0.0273
2017年2月21日,1077.6,1119,1123,1073.5,0.0385
2017年2月22日,1119,1120.5,1132.3,1094.8,0.0013
2017年2月23日,1120.5,1171.9,1181.6,1113.5,0.0459
2017年2月24日,1171.9,1176.5,1211.7,1092.4,0.0039
2017年2月25日,1176.5,1149.1,1180,1116.2,-0.0233
2017年2月26日,1149.1,1171.6,1177.5,1130.6,0.0196
2017年2月27日,1171.6,1188.8,1195.8,1164.3,0.0147
2017年2月28日,1188.8,1189.3,1208.2,1175.8,0.0004
2017年2月2日,982.4,1004,1009.1,973.5,0.0219
2017年2月3日,1004,1013,1023.7,989.2,0.009
2017年2月4日,1013,1031.8,1041,1000.4,0.0186
2017年2月5日,1031.8,1016.1,1033.7,1004,-0.0153
2017年2月6日,1016.1,1024.7,1030.6,1010.8,0.0084
2017年2月7日,1024.7,1049.6,1054.1,1019.9,0.0243
2017年2月8日,1049.6,1055.5,1069.2,1020.3,0.0056
2017年2月9日,1055.5,979,1073,924.7,-0.0725
2017年3月10日,1191.3,1112.4,1330.4,988.7,-0.0663
2017年3月11日,1112.4,1179.2,1202.7,1104.8,0.0601
2017年3月12日,1179.2,1225.1,1235.5,1160.9,0.0389
2017年3月13日,1225.1,1238.2,1245.6,1205.6,0.0107
2017年3月14日,1238.2,1243.1,1255.5,1218.4,0.004
2017年3月15日,1243.1,1253.4,1256.9,1236.4,0.0083
2017年3月16日,1253.4,1172.9,1260.2,1119,-0.0643
2017年3月17日,1172.9,1071.7,1174.9,1063.5,-0.0863
2017年3月18日,1071.7,971.4,1103.6,940.2,-0.0936
2017年3月19日,971.4,1022.6,1063.7,967.3,0.0527
2017年3月1日,1189.3,1222.7,1225,1154.6,0.0281
2017年3月20日,1022.6,1047.5,1057.5,1005,0.0244
2017年3月21日,1047.5,1121.3,1125.5,1043.9,0.0704
2017年3月22日,1121.3,1044.7,1121.9,997.8,-0.0683
2017年3月23日,1044.7,1035,1062.8,1022,-0.0093
2017年3月24日,1035,939.7,1038.4,927.3,-0.0921
2017年3月25日,939.7,966.3,996,890.4,0.0283
2017年3月26日,966.3,969.4,1004.3,946.7,0.0032
2017年3月27日,969.4,1045.1,1048.8,961.8,0.0781
2017年3月28日,1045.1,1044.4,1068.4,1015.5,-0.0007
2017年3月29日,1044.4,1041.9,1058.7,1008.3,-0.0024
2017年3月2日,1222.7,1255.5,1287,1212,0.0268
2017年3月30日,1041.9,1037.9,1052.7,1020.9,-0.0038
2017年3月31日,1037.9,1079.1,1088.2,1035.2,0.0397
2017年3月3日,1255.5,1283.3,1291.3,1250.8,0.0222
2017年3月4日,1283.3,1264.3,1285.8,1228.7,-0.0148
2017年3月5日,1264.3,1271.2,1273.3,1242.1,0.0055
2017年3月6日,1271.2,1277,1280.6,1261,0.0046
2017年3月7日,1277,1232.7,1280.9,1148.7,-0.0347
2017年3月8日,1232.7,1147,1242,1136.9,-0.0695
2017年3月9日,1147,1191.3,1207,1129.3,0.0387
2017年4月10日,1204.3,1206.7,1214.9,1194.8,0.002
2017年4月11日,1206.7,1220.7,1229.6,1195.8,0.0116
2017年4月12日,1220.7,1212.5,1225.5,1207.4,-0.0067
2017年4月13日,1212.5,1176.2,1218.7,1150.3,-0.03
2017年4月14日,1176.2,1177.3,1195.4,1162.2,0.001
2017年4月15日,1177.3,1177,1194.8,841.5,-0.0003
2017年4月16日,1177,1176.8,1188,1166.7,-0.0002
2017年4月17日,1176.8,1194,1203,1172.8,0.0146
2017年4月18日,1194,1206.1,1213.9,1191.1,0.0101
2017年4月19日,1206.1,1215.2,1218.2,1194.1,0.0076
2017年4月1日,1079.1,1086.1,1103.7,1067.5,0.0065
2017年4月20日,1215.2,1238.1,1246.6,1210.7,0.0188
2017年4月21日,1238.1,1249.6,1257,1235.6,0.0093
2017年4月22日,1249.6,1240.9,1257,1215.8,-0.007
2017年4月23日,1240.9,1249.1,1256.2,1223.1,0.0066
2017年4月24日,1249.1,1248.2,1256.4,1234.9,-0.0008
2017年4月25日,1248.2,1264.3,1272.6,1244.2,0.0129
2017年4月26日,1264.3,1286.6,1309.2,1263,0.0177
2017年4月27日,1286.6,1332.9,1346.8,1285.3,0.036
2017年4月28日,1332.9,1329.6,1356.2,1287.6,-0.0025
2017年4月29日,1329.6,1336.3,1343.7,1314.2,0.005
2017年4月2日,1086.1,1097.4,1109.5,1074.2,0.0104
2017年4月30日,1336.3,1351.9,1358.9,1309.7,0.0117
2017年4月3日,1097.4,1147.6,1157.9,1095.6,0.0457
2017年4月4日,1147.6,1141.8,1161.2,1122.2,-0.005
2017年4月5日,1141.8,1129.9,1143.8,1110.1,-0.0104
2017年4月6日,1129.9,1188.7,1201.6,1130.5,0.0521
2017年4月7日,1188.7,1190.5,1201.2,1173.2,0.0015
2017年4月8日,1190.5,1180.8,1198.2,1166.7,-0.0082
2017年4月9日,1180.8,1204.3,1215.1,1174,0.02
2017年5月10日,1697.5,1752.3,1766.2,1665,0.0323
2017年5月11日,1752.3,1819.3,1864.8,1741.5,0.0382
2017年5月12日,1819.3,1686.4,1822.5,1641.2,-0.0731
2017年5月13日,1686.4,1763.7,1770.5,1594.6,0.0459
2017年5月14日,1763.7,1772.6,1802.8,1736.1,0.005
2017年5月15日,1772.6,1708.9,1776.7,1656.8,-0.0359
2017年5月16日,1708.9,1729.3,1752.6,1653.7,0.0119
2017年5月17日,1729.3,1801.3,1842.8,1704,0.0416
2017年5月18日,1801.3,1881,1980.5,1791.1,0.0442
