日期,开盘,收盘,高,低,涨跌幅
2018年7月20日,7477.6,7339.4,7683.6,7292,-0.0185
2018年7月21日,7339.3,7408.7,7460.8,7223.5,0.0095
2018年7月22日,7409,7412.3,7575.3,7343.7,0.0005
2018年7月23日,7412.4,7723,7809.6,7379.2,0.0419
2018年7月24日,7723.1,8407,8479.8,7701.9,0.0886
2018年7月25日,8404.9,8173.7,8484.6,8062.1,-0.0278
2018年7月26日,8173.9,7937,8304.3,7861,-0.029
2018年7月27日,7936.9,8187.4,8273.8,7808.3,0.0315
2018年7月28日,8186.8,8234.1,8234.1,8077.4,0.0057
2018年7月29日,8231.5,8215.6,8275.4,8113.3,-0.0022
2018年7月2日,6349.1,6619.5,6680,6275,0.0397
2018年7月30日,8214.7,8177.1,8262,7874.4,-0.0047
2018年7月31日,8176.4,7729.4,8176.5,7649.8,-0.0548
2018年7月3日,6618.6,6513.5,6676.6,6513.5,-0.016
2018年7月4日,6513.8,6598.4,6774.5,6442.3,0.013
2018年7月5日,6598,6546.5,6693.6,6466.1,-0.0079
2018年7月6日,6546.5,6617.7,6638.2,6458.3,0.0109
2018年7月7日,6617.7,6765.5,6805.9,6531.1,0.0223
2018年7月8日,6765.4,6714.8,6784,6694.3,-0.0075
2018年7月9日,6715.1,6667.1,6793.8,6637.7,-0.0071
2018年8月10日,6539.5,6152.3,6570.2,6043.4,-0.0591
2018年8月11日,6152.8,6231.6,6469.6,6009.8,0.0129
2018年8月12日,6232.1,6313,6453,6169.8,0.0131
2018年8月13日,6313,6255.3,6524.1,6159.6,-0.0091
2018年8月14日,6255.3,6190.2,6255.3,5898.3,-0.0104
2018年8月15日,6190.2,6256.9,6592.8,6177.9,0.0108
2018年8月16日,6256.9,6306.7,6470.9,6249.8,0.008
2018年8月17日,6306.7,6581.7,6581.7,6291.8,0.0436
2018年8月18日,6581.8,6379.1,6626.4,6295.5,-0.0308
2018年8月19日,6379.1,6481.5,6534.8,6316,0.0161
2018年8月1日,7728.5,7606.4,7753.2,7449.2,-0.0159
2018年8月20日,6474.2,6268.1,6516.4,6255.9,-0.0329
2018年8月21日,6268.1,6482.2,6484.1,6257.4,0.0341
2018年8月22日,6482.2,6359.6,6840.8,6304.8,-0.0189
2018年8月23日,6359.9,6521.2,6550.2,6359.2,0.0254
2018年8月24日,6521.2,6680.4,6721.2,6472.8,0.0244
2018年8月25日,6680.6,6734.8,6783.4,6655.3,0.0081
2018年8月26日,6734.9,6712.7,6892.7,6573.1,-0.0033
2018年8月27日,6712.7,6897.6,6902.9,6650.4,0.0275
2018年8月28日,6897.6,7074.6,7129.7,6861.2,0.0257
2018年8月29日,7074.6,7029.1,7121.4,6926.7,-0.0064
2018年8月2日,7606.4,7535.6,7701.4,7470.6,-0.0093
2018年8月30日,7029.2,6993.7,7050.2,6798,-0.005
2018年8月31日,6993.7,7033.8,7080.2,6698,0.0057
2018年8月3日,7535.6,7419,7535.6,7293.5,-0.0155
2018年8月4日,7418.9,7014.3,7484.2,6949.7,-0.0546
2018年8月5日,7014,7027.1,7087.6,6887.9,0.0018
2018年8月6日,7027.8,6943.6,7143.6,6852.5,-0.0119
2018年8月7日,6943.6,6724.9,7149.7,6689.9,-0.0315
2018年8月8日,6725.2,6283.6,6725.2,6138.8,-0.0656
2018年8月9日,6283.7,6538.8,6620.2,6197,0.0406
2018年9月10日,6238.5,6321,6358.5,6237.3,0.0132
2018年9月11日,6320.7,6293.9,6391.8,6189.6,-0.0043
2018年9月12日,6293.9,6338,6353.5,6204.5,0.007
2018年9月13日,6338,6482.9,6867.3,6337.8,0.0229
2018年9月14日,6482.9,6483.7,6579.4,6412.1,0.0001
2018年9月15日,6482.6,6519,6562.9,6470.3,0.0054
2018年9月16日,6519,6500.2,6520.8,6406.2,-0.0029
2018年9月17日,6500.2,6251.9,6533.5,6215.9,-0.0382
2018年9月18日,6251.9,6342,6388.8,6228.8,0.0144
2018年9月19日,6342,6390.4,6478.7,6144.5,0.0076
2018年9月1日,7032.4,7189.6,7264.3,7020.4,0.0221
2018年9月20日,6390.4,6489.2,6537.5,6346.4,0.0155
2018年9月21日,6490.9,6766.7,6780.5,6489.8,0.0428
2018年9月22日,6766.7,6729.6,6833.3,6635.5,-0.0055
2018年9月23日,6729.6,6704.1,6789.4,6666.4,-0.0038
2018年9月24日,6713.3,6584.1,6728.1,6559.1,-0.0179
2018年9月25日,6590.6,6445.1,6590.6,5977,-0.0211
2018年9月26日,6443,6468.1,6551.9,6384.1,0.0036
2018年9月27日,6463.7,6689.2,6738.3,6428.8,0.0342
2018年9月28日,6685.7,6636,6809.2,6538.6,-0.0079
2018年9月29日,6633.9,6603.9,6648.4,6464.4,-0.0048
2018年9月2日,7189.6,7293.9,7334.8,7117.3,0.0145
2018年9月30日,6603.9,6635.2,6673.9,6533.5,0.0047
2018年9月3日,7289.8,7264.2,7330.7,7182.8,-0.0041
2018年9月4日,7264.2,7377.5,7409.9,7234.5,0.0156
2018年9月5日,7377.5,6706.8,7407.5,6691.8,-0.0909
2018年9月6日,6706.8,6514,6732.9,6337.8,-0.0287
2018年9月7日,6514.1,6390.9,6540.6,6316.2,-0.0189
2018年9月8日,6390.9,6184.3,6484.3,6132.3,-0.0323
2018年9月9日,6184.3,6238.5,6432.6,6148.8,0.0088
2019年10月10日,8566.8,8562.3,8638.5,8438.7,-0.0005
2019年10月11日,8562.2,8267.8,8751.1,8249.7,-0.0344
2019年10月12日,8267.6,8304.4,8394.8,8260.9,0.0044
2019年10月13日,8304.3,8281.5,8450.2,8190.6,-0.0028
2019年10月14日,8281.3,8353.3,8374.3,8222.2,0.0087
2019年10月15日,8353.4,8167.2,8400.2,8139.5,-0.0223
2019年10月16日,8167.1,8000.4,8185.9,7929.8,-0.0204
2019年10月17日,8000.4,8073.3,8118.2,7944.4,0.0091
2019年10月18日,8073.3,7948.5,8116.4,7842,-0.0155
2019年10月19日,7948.3,7957.3,8060.2,7892.4,0.0011
2019年10月1日,8285,8302.7,8486.2,8187.9,0.0022
2019年10月20日,7957.4,8223.4,8288.5,7889.6,0.0334
2019年10月21日,8224.1,8208.2,8315.3,8155.7,-0.0018
2019年10月22日,8207.4,8031.4,8289.1,8017.7,-0.0215
2019年10月23日,8031,7477,8055,7329.2,-0.069
2019年10月24日,7476.8,7422.7,7501.5,7366.3,-0.0073
2019年10月25日,7422.8,8658.3,8697.7,7404.9,0.1665
2019年10月26日,8658.4,9230.6,10540,8061.8,0.0661
2019年10月27日,9230.6,9529.6,9773.2,9081,0.0324
2019年10月28日,9530.1,9207.2,9866.9,9202.5,-0.0338
2019年10月29日,9206.5,9411.3,9531.3,9125.3,0.0222
2019年10月2日,8302.7,8364.1,8374,8167.7,0.0074
2019年10月30日,9411.3,9157.9,9411.3,9018.4,-0.0269
2019年10月31日,9157.9,9152.6,9378.9,8959.6,-0.0006
2019年10月3日,8363.6,8226.9,8391.7,8090.1,-0.0164
2019年10月4日,8227.6,8148.1,8233.6,8041.4,-0.0096
2019年10月5日,8148,8127.3,8185.1,8030.6,-0.0025
2019年10月6日,8127.3,7881.9,8145.5,7834.9,-0.0302
2019年10月7日,7882.6,8198.6,8293.5,7797,0.0402
2019年10月8日,8198.5,8182.9,8323.1,8118.1,-0.0019
2019年10月9日,8180.1,8566.7,8655.9,8122.7,0.0469
2019年11月10日,8804.7,9036.8,9092.9,8763.5,0.0264
2019年11月11日,9036.9,8736.9,9066.4,8649.4,-0.0332
2019年11月12日,8737.4,8812.6,8841.2,8615.7,0.0087
2019年11月13日,8813.2,8783.1,8829.7,8721.1,-0.0033
2019年11月14日,8782.9,8661.2,8799.8,8615.8,-0.0139
2019年11月15日,8660.8,8476.3,8761.8,8437.1,-0.0213
2019年11月16日,8476.2,8497.3,8532.8,8450.7,0.0025
2019年11月17日,8497.4,8509.8,8631.7,8413,0.0015
2019年11月18日,8510.3,8208.4,8516.3,8110.4,-0.0354
2019年11月19日,8207.7,8145.7,8245.6,8032.8,-0.0076
2019年11月1日,9153.1,9230.1,9270.4,9057.2,0.0085
2019年11月20日,8145.7,8099.3,8223,8074.2,-0.0057
2019年11月21日,8099.4,7627.9,8129.6,7519.7,-0.0582
2019年11月22日,7627.9,7272.5,7700.9,6818.5,-0.0466
2019年11月23日,7271.6,7324.1,7342.5,7093.7,0.0071
2019年11月24日,7325,6924.7,7344.1,6894.9,-0.0545
2019年11月25日,6924.7,7115.6,7352.8,6534.8,0.0276
2019年11月26日,7115.5,7162.8,7329.5,7045.1,0.0066
2019年11月27日,7162.8,7510.6,7636.9,6875.4,0.0486
2019年11月28日,7510.6,7426.7,7639.5,7380.6,-0.0112
2019年11月29日,7426.6,7742.7,7825.3,7412.3,0.0426
2019年11月2日,9230.3,9300.6,9356.7,9201.2,0.0076
2019年11月30日,7742.7,7546.6,7787.7,7472.7,-0.0253
2019年11月3日,9300.5,9198.3,9359.1,9095,-0.011
2019年11月4日,9198.7,9396.4,9500.4,9134.1,0.0215
2019年11月5日,9396.1,9310.8,9452.7,9193.9,-0.0091
2019年11月6日,9311.2,9338.9,9424.6,9262.7,0.003
2019年11月7日,9339.2,9223.5,9367,9130,-0.0124
2019年11月8日,9223.6,8778.2,9254.8,8722.4,-0.0483
2019年11月9日,8778.1,8804.5,8877.5,8746.9,0.003
2019年12月10日,7356.2,7235.7,7400.3,7192.1,-0.0163
2019年12月11日,7235.8,7208,7284.4,7168.8,-0.0038
2019年12月12日,7208,7208,7272.4,7124.6,0
2019年12月13日,7208.4,7255.2,7288,7200.3,0.0065
2019年12月14日,7255.2,7080.8,7267.4,7043.3,-0.024
2019年12月15日,7080.8,7128.5,7175.8,7033.8,0.0067
2019年12月16日,7128.5,6903.5,7153.1,6864.6,-0.0316
2019年12月17日,6903.5,6613.3,6943.5,6575,-0.042
2019年12月18日,6613.5,7276,7387.7,6462.2,0.1002
2019年12月19日,7276.4,7165.5,7354,7039.3,-0.0152
2019年12月1日,7546.5,7396.4,7546.5,7244.4,-0.0199
2019年12月20日,7165.5,7196.4,7218.4,7107.7,0.0043
2019年12月21日,7196.4,7156.2,7197.6,7129.6,-0.0056
2019年12月22日,7156.3,7495.8,7501.1,7142,0.0474
2019年12月23日,7496.2,7322.8,7684,7276.2,-0.0231
2019年12月24日,7322.4,7268.3,7433.2,7185.7,-0.0074
2019年12月25日,7268.3,7224.8,7542.4,7150.9,-0.006
2019年12月26日,7225,7210.9,7414.3,7177.3,-0.0019
2019年12月27日,7210.8,7261.7,7293.8,7128.5,0.007
2019年12月28日,7261.9,7321.5,7375.9,7256.5,0.0082
2019年12月29日,7321.6,7397.5,7518.9,7303,0.0104
2019年12月2日,7395.9,7298.2,7433.8,7173.6,-0.0133
2019年12月30日,7397.5,7261.8,7420.9,7244.1,-0.0184
2019年12月31日,7261.5,7196.4,7331,7167.4,-0.009
2019年12月3日,7298.1,7291.8,7389.4,7227.1,-0.0009
2019年12月4日,7291.9,7204.4,7702.2,7113.6,-0.012
2019年12月5日,7204.6,7399.2,7476.3,7184,0.027
2019年12月6日,7399.2,7530.8,7552.1,7329.8,0.0178
2019年12月7日,7530.4,7510.9,7595.7,7489.6,-0.0026
2019年12月8日,7510.8,7524.4,7576.4,7416.7,0.0018
2019年12月9日,7524.8,7355.8,7626,7321.6,-0.0224
2019年1月10日,3978.9,3603.7,4007.7,3562.1,-0.0941
2019年1月11日,3603.3,3616.5,3655.7,3563.1,0.0035
2019年1月12日,3616.6,3597.2,3633.9,3561.3,-0.0053
2019年1月13日,3597.3,3490.2,3617.6,3473.2,-0.0298
2019年1月14日,3490.4,3638.1,3672,3490.4,0.0424
2019年1月15日,3637.5,3571.3,3660.8,3545.7,-0.0184
2019年1月16日,3570.6,3588,3644.1,3561.4,0.0047
2019年1月17日,3588.1,3626.4,3636.7,3554.8,0.0107
2019年1月18日,3626.3,3605.6,3627.9,3575.7,-0.0057
2019年1月19日,3605.8,3677.8,3715.2,3604.1,0.02
2019年1月1日,3709.5,3809.4,3814.3,3664.4,0.0269
2019年1月20日,3676.2,3542.3,3699.1,3503.9,-0.0368
2019年1月21日,3542.7,3536.7,3561.4,3505.4,-0.0016
2019年1月22日,3536.9,3580.1,3607.9,3465.2,0.0123
2019年1月23日,3580.1,3561.5,3608.3,3532.8,-0.0052
2019年1月24日,3561.4,3574.3,3587,3539.7,0.0036
2019年1月25日,3574.3,3572,3582.6,3542.2,-0.0006
2019年1月26日,3572,3570.9,3652.5,3556.1,-0.0003
2019年1月27日,3570.9,3555.6,3583.2,3509.2,-0.0043
2019年1月28日,3555.8,3442.8,3561.2,3395.7,-0.0317
2019年1月29日,3442.8,3414.8,3450.1,3368.2,-0.0081
2019年1月2日,3809.7,3873.8,3894.8,3768.1,0.0169
2019年1月30日,3414.6,3460,3479,3394.2,0.0132
2019年1月31日,3460,3437.2,3484.7,3427,-0.0066
2019年1月3日,3874.1,3780.1,3875.8,3753,-0.0242
2019年1月4日,3780.5,3802.7,3823.9,3720,0.006
2019年1月5日,3802.8,3785.4,3846.7,3769,-0.0046
2019年1月6日,3785.7,4004.1,4034.1,3758.5,0.0578
2019年1月7日,4004.3,3985.9,4028,3945.5,-0.0045
2019年1月8日,3985.8,3971,4070.5,3943.1,-0.0037
2019年1月9日,3971,3978,4014.2,3957.5,0.0017
2019年2月10日,3661,3679,3680.6,3617.1,0.0048
2019年2月11日,3678.8,3631.8,3681.1,3623.8,-0.0128
2019年2月12日,3631.8,3632,3656.4,3594.4,0.0001
2019年2月13日,3632,3611.5,3663.5,3599.2,-0.0056
2019年2月14日,3611.5,3592.6,3624.5,3580.2,-0.0052
2019年2月15日,3592.6,3604.7,3648.3,3581.4,0.0034
2019年2月16日,3604.7,3616.8,3641.9,3599.7,0.0034
2019年2月17日,3616.8,3664.2,3689.9,3607.9,0.0131
2019年2月18日,3664.2,3896,3903.7,3655.1,0.0633
2019年2月19日,3896.4,3914.3,3993.8,3863.7,0.0047
2019年2月1日,3437.7,3467.9,3485.7,3415.3,0.009
2019年2月20日,3914.3,3972.4,3983.6,3881.2,0.0148
2019年2月21日,3972,3936.6,4011.5,3909.2,-0.009
2019年2月22日,3937.4,3965.2,3983.1,3931.7,0.0073
2019年2月23日,3965.2,4120.4,4152.6,3939.4,0.0391
2019年2月24日,4120.5,3755.2,4194.2,3738.7,-0.0886
2019年2月25日,3755.7,3833.7,3870.7,3753.8,0.0209
2019年2月26日,3833.5,3810.3,3845.5,3775,-0.0061
2019年2月27日,3810.3,3814.6,3836.4,3701.9,0.0011
2019年2月28日,3814.6,3816.6,3883.7,3783.3,0.0005
2019年2月2日,3467.9,3502.5,3514.5,3447.8,0.01
2019年2月3日,3502.3,3459.1,3507.8,3431.3,-0.0124
2019年2月4日,3459,3462.8,3479.7,3437.1,0.0011
2019年2月5日,3463,3468.4,3485.9,3450.3,0.0016
2019年2月6日,3468.5,3404.3,3478,3383.9,-0.0185
2019年2月7日,3404.9,3397.7,3421.8,3390.3,-0.002
2019年2月8日,3397.3,3661.7,3721.1,3382.5,0.0777
2019年2月9日,3661.6,3661.4,3675.3,3633.2,-0.0001
2019年3月10日,3944.4,3915.2,3944.5,3889.2,-0.0074
2019年3月11日,3915.2,3870.3,3935.5,3842.4,-0.0115
2019年3月12日,3870.3,3886,3900.1,3817.1,0.0041
2019年3月13日,3885.9,3865.1,3894.7,3847.4,-0.0054
2019年3月14日,3865.1,3879,3914.7,3828.4,0.0036
2019年3月15日,3879,3924.3,3935.7,3874.8,0.0117
2019年3月16日,3924.4,4006.4,4050.6,3923.7,0.0209
2019年3月17日,4006.4,3981.5,4009.8,3956.3,-0.0062
2019年3月18日,3981.5,3990.2,4032.3,3958.5,0.0022
2019年3月19日,3990.2,4017,4029.9,3972.4,0.0067
2019年3月1日,3816.7,3821.9,3855.8,3816.4,0.0014
2019年3月20日,4017,4041.2,4050,3985.3,0.006
2019年3月21日,4041.2,3982.2,4064,3923.8,-0.0146
2019年3月22日,3982.2,3990.4,4005.7,3971.8,0.0021
2019年3月23日,3990.4,4002.5,4018.2,3980.8,0.003
2019年3月24日,4002.6,3994.7,4005.7,3967,-0.002
2019年3月25日,3994.8,3937,4000.5,3897.9,-0.0144
2019年3月26日,3937.1,3942.8,3950.7,3899.9,0.0015
2019年3月27日,3942.8,4041.7,4043.3,3936.2,0.0251
2019年3月28日,4041.7,4025.6,4041.7,4008.4,-0.004
2019年3月29日,4025.7,4102.2,4123.1,4022.6,0.019
2019年3月2日,3821.9,3823.1,3843.2,3783.6,0.0003
2019年3月30日,4103.7,4111.8,4138.1,4057.1,0.0023
2019年3月31日,4111.8,4102.3,4121.9,4082.2,-0.0023
2019年3月3日,3823.2,3809.5,3836.6,3789.7,-0.0036
2019年3月4日,3809.7,3715.9,3828.4,3681.8,-0.0245
2019年3月5日,3715.9,3857.2,3873.2,3705.7,0.038
2019年3月6日,3857.2,3863,3887.3,3816.7,0.0015
2019年3月7日,3863.1,3875.1,3907.4,3847.9,0.0032
2019年3月8日,3875.1,3865.9,3929,3810.7,-0.0024
2019年3月9日,3865.6,3944.3,3964,3859.7,0.0203
2019年4月10日,5158.4,5307.8,5404.1,5142.9,0.0289
2019年4月11日,5307.7,5022.6,5337,4948,-0.0537
2019年4月12日,5022.7,5054.2,5080.5,4889.2,0.0063
2019年4月13日,5054.2,5051.8,5093.4,5011.6,-0.0005
2019年4月14日,5052,5134.8,5153.5,5010.7,0.0164
2019年4月15日,5135.1,5032.3,5168,4964.2,-0.02
2019年4月16日,5031.4,5180.9,5198.4,5014.4,0.0295
2019年4月17日,5182.1,5208.3,5230.9,5165.5,0.0053
2019年4月18日,5208.3,5264.7,5293.1,5205,0.0108
2019年4月19日,5264.8,5241,5282.4,5192.1,-0.0045
2019年4月1日,4102.3,4145.1,4159.1,4076.8,0.0104
2019年4月20日,5241,5290.2,5327,5240.2,0.0094
2019年4月21日,5290.2,5243.5,5308.2,5189.8,-0.0088
2019年4月22日,5248.2,5346.7,5370.2,5170.2,0.0197
2019年4月23日,5346.5,5511.6,5594.4,5291.4,0.0308
2019年4月24日,5511.2,5415.6,5589.6,5346.8,-0.0174
2019年4月25日,5415.6,5209.1,5528.2,5137.4,-0.0381
2019年4月26日,5209.2,5298.3,5469.3,5159.3,0.0171
2019年4月27日,5298.2,5265.9,5318.1,5225.4,-0.0061
2019年4月28日,5265.7,5302.3,5332.5,5234.4,0.0069
2019年4月29日,5302.4,5235,5322.9,5188.9,-0.0127
2019年4月2日,4145.1,4859.3,4899.6,4143.5,0.1723
2019年4月30日,5235.4,5320.8,5336.6,5195.9,0.0164
2019年4月3日,4859.3,4968.7,5278.4,4814,0.0225
2019年4月4日,4968.7,4902.4,5042.5,4789.2,-0.0133
2019年4月5日,4902.5,5010.2,5029.4,4888.3,0.022
2019年4月6日,5010,5046.2,5198.4,4947.9,0.0072
2019年4月7日,5046.1,5173.6,5219.5,5033.7,0.0253
2019年4月8日,5173.5,5245.2,5300.6,5060.5,0.0138
2019年4月9日,5245,5158.4,5245.9,5095.2,-0.0165
2019年5月10日,6194.3,6386,6466.6,6157.8,0.0314
2019年5月11日,6386.6,7190.3,7373.8,6386.5,0.1259
2019年5月12日,7190,6984.8,7518.9,6802.6,-0.0286
2019年5月13日,6984.7,7806,8058.3,6893.1,0.1176
2019年5月14日,7806.4,7994.6,8323.9,7674,0.0242
2019年5月15日,7994.8,8164.6,8225.3,7856.5,0.0213
2019年5月16日,8164.8,7871.8,8293.3,7720.4,-0.0359
2019年5月17日,7871.9,7359.5,7924,6998.6,-0.0651
2019年5月18日,7359.9,7262.6,7458.5,7189.4,-0.0132
2019年5月19日,7261.9,8157.2,8253.4,7252.3,0.1232
2019年5月1日,5321.1,5384.2,5396.3,5319.5,0.0119
2019年5月20日,8156.4,7965.3,8156.4,7604,-0.0235
2019年5月21日,7965,7930.3,8056.8,7813.2,-0.0044
2019年5月22日,7928.7,7635.7,7999,7545.9,-0.0372
2019年5月23日,7637.2,7852.1,7939.1,7486.8,0.0283
2019年5月24日,7852.8,7970.1,8124.1,7775.4,0.015
2019年5月25日,7971.4,8027.4,8090.1,7919.1,0.0072
2019年5月26日,8029.6,8630.2,8718.6,7866.5,0.0751
2019年5月27日,8628.9,8760.1,8902.8,8607.3,0.0151
2019年5月28日,8759.4,8716.3,8794.1,8568.8,-0.005
2019年5月29日,8715.6,8647.8,8747.2,8435.3,-0.0079
2019年5月2日,5384.6,5493.8,5530.8,5370,0.0204
2019年5月30日,8647.8,8271.9,9045.9,8054.7,-0.0435
2019年5月31日,8271.4,8558.3,8578.8,8135,0.0346
2019年5月3日,5493.6,5766.8,5844.2,5478.7,0.0497
2019年5月4日,5768,5830.9,5899.2,5605,0.0111
2019年5月5日,5830.8,5774.9,5838.2,5708.2,-0.0096
2019年5月6日,5775.1,5745.1,5801.4,5630.5,-0.0052
2019年5月7日,5745.5,5849.5,6019.8,5745.5,0.0182
2019年5月8日,5849.4,5990.3,6011.3,5799.1,0.0241
2019年5月9日,5990.5,6191.5,6206,5990,0.0336
2019年6月10日,7635,7987.8,8012.8,7523.6,0.0462
2019年6月11日,7987.8,7888,8010.4,7714.5,-0.0125
2019年6月12日,7888,8133.1,8198.1,7805.8,0.0311
2019年6月13日,8132.4,8219,8306.1,8028.6,0.0106
2019年6月14日,8218.6,8656.1,8685.3,8153.2,0.0532
2019年6月15日,8655.8,8812.5,8856.7,8582.3,0.0181
2019年6月16日,8812.2,8962.5,9332,8771.1,0.017
2019年6月17日,8961,9318.8,9438.1,8959.8,0.0398
2019年6月18日,9318.9,9080.6,9336.1,8962.7,-0.0256
2019年6月19日,9080.7,9255.4,9295.1,9044,0.0193
2019年6月1日,8556.9,8545.7,8615.8,8454,-0.0015
2019年6月20日,9255,9517,9583.9,9188.4,0.0283
2019年6月21日,9517.7,10179.3,10184.3,9517.4,0.0696
2019年6月22日,10178.1,10721.7,11160.5,10031.3,0.0533
2019年6月23日,10721.5,10897.1,11361.3,10557.8,0.0164
2019年6月24日,10897.3,11046.4,11114.4,10622.6,0.0137
2019年6月25日,11046.6,11809.9,11833.9,11033.7,0.0691
2019年6月26日,11811.6,13063.8,13929.8,11747.3,0.1062
2019年6月27日,13062.4,11287.8,13422,10493.5,-0.1359
2019年6月28日,11288.4,12409.1,12461.8,10970.5,0.0993
2019年6月29日,12408,11906.5,12422.9,11490.8,-0.0405
2019年6月2日,8545.8,8728.6,8807.7,8534.8,0.0214
2019年6月30日,11906,10818.6,12179.3,10765.4,-0.0914
2019年6月3日,8728.6,8124.8,8734.9,8102.7,-0.0692
2019年6月4日,8118.1,7685.5,8118.1,7494,-0.0541
2019年6月5日,7685.6,7779.1,7885,7590.4,0.0122
2019年6月6日,7779.6,7784.9,7861.4,7480.4,0.0008
2019年6月7日,7785.8,7985.2,8099.4,7749.4,0.0257
2019年6月8日,7985.3,7901.4,8044.4,7770.5,-0.0105
2019年6月9日,7901.6,7635,7937.5,7516.9,-0.0337
2019年7月10日,12542.8,12110.6,13134.4,11594.9,-0.0344
2019年7月11日,12111.6,11342.3,12111.6,11029,-0.0634
2019年7月12日,11343.7,11762.1,11881.4,11109.8,0.037
2019年7月13日,11762.8,11364.9,11798.4,10839.4,-0.0338
2019年7月14日,11364.3,10200.1,11448.7,10128.9,-0.1025
2019年7月15日,10199.9,10845.9,11064.7,9885.4,0.0633
2019年7月16日,10844,9424.8,11019.5,9375.3,-0.131
2019年7月17日,9425.1,9723.2,9983.6,9082.6,0.0317
2019年7月18日,9723.1,10651.4,10787.1,9390,0.0955
2019年7月19日,10651.6,10571.5,10758.4,10160.7,-0.0075
2019年7月1日,10821.4,10616.6,11254.5,10041.6,-0.0187
2019年7月20日,10571.9,10826.7,11155.6,10462,0.0241
2019年7月21日,10827,10714.4,10883.8,10442.5,-0.0104
2019年7月22日,10715.1,10412.5,10806.3,10196.5,-0.0282
2019年7月23日,10412.8,9888.7,10414.7,9865.4,-0.0503
2019年7月24日,9887.2,9804.3,9945.3,9584,-0.0085
2019年7月25日,9804.7,9945.3,10203.5,9776.6,0.0144
2019年7月26日,9945.2,9831,10436.1,9724.2,-0.0115
2019年7月27日,9830.4,9492.1,10232.3,9389.1,-0.0345
2019年7月28日,9491.1,9727.8,9798.5,9401.1,0.0248
2019年7月29日,9728.5,9580.9,9835.4,9502.5,-0.0151
2019年7月2日,10615.5,10835.9,10923.5,9728.5,0.0207
2019年7月30日,9580,9580.7,9703,9483,0
2019年7月31日,9580.3,10082,10100,9562.4,0.0523
2019年7月3日,10835.9,11900.8,11931.8,10835.9,0.0983
2019年7月4日,11899.3,11163.1,11948,11087.1,-0.062
2019年7月5日,11159.7,10970.2,11381.8,10810.3,-0.0173
2019年7月6日,10969.8,11268,11650.2,10967.9,0.0271
2019年7月7日,11267.9,11415.9,11524.6,11108.1,0.0131
2019年7月8日,11415.8,12252.6,12332.3,11304.8,0.0733
2019年7月9日,12250.6,12541.5,12772.9,12111.2,0.0236
2019年8月10日,12090.5,11314.5,12185,11281.6,-0.0641
2019年8月11日,11314.6,11517.2,11728.4,11146.1,0.0179
2019年8月12日,11505.1,11394.2,11508.6,11267.3,-0.0107
2019年8月13日,11395,10892.9,11445.6,10793.2,-0.044
2019年8月14日,10894.2,10049.4,10894.5,9965.5,-0.0774
2019年8月15日,10053.3,10303.4,10448.2,9580.1,0.0253
2019年8月16日,10300.9,10335.6,10734,9788.6,0.0031
2019年8月17日,10335.5,10218.1,10460.7,10016.3,-0.0114
2019年8月18日,10219.3,10312.7,10494.9,10086.7,0.0093
2019年8月19日,10312.8,10910.7,10923.9,10267.8,0.058
2019年8月1日,10081.9,10380,10459,9890.6,0.0296
2019年8月20日,10911.2,10752.6,10941.6,10581,-0.0145
2019年8月21日,10753.3,10141.5,10797.8,9908,-0.0568
2019年8月22日,10141.1,10105,10218.2,9777,-0.0036
2019年8月23日,10104.9,10388.7,10434.3,9921.4,0.0281
2019年8月24日,10389.4,10131,10415.9,9917.5,-0.0248
2019年8月25日,10132.1,10136.3,10307,9935.2,0.0005
2019年8月26日,10136,10371.8,10568.2,10136,0.0232
2019年8月27日,10372.2,10184.8,10387.6,10060.2,-0.018
2019年8月28日,10184.7,9729.4,10271.3,9629.6,-0.0447
2019年8月29日,9729.1,9491,9729.1,9343,-0.0245
2019年8月2日,10380.5,10520.1,10664.8,10330.5,0.0135
2019年8月30日,9494.1,9585.4,9675.7,9370.2,0.0099
2019年8月31日,9585.5,9594.4,9677.5,9457.3,0.0009
2019年8月3日,10519.9,10815.7,10893.6,10504.5,0.0281
2019年8月4日,10816.1,10934.6,11017.7,10568.8,0.011
2019年8月5日,10934.8,11816.8,11922.3,10934.8,0.0807
2019年8月6日,11817.6,11480.9,12291.9,11237,-0.0284
2019年8月7日,11481,12013.9,12114.5,11406.4,0.0464
2019年8月8日,12015.9,12191.6,12236.6,11727,0.0148
2019年8月9日,12190,12089.8,12225.3,11885,-0.0084
2019年9月10日,10308.7,10105.4,10379.8,9970.7,-0.0198
2019年9月11日,10104.9,10162.5,10257.5,9908.9,0.0057
2019年9月12日,10162.4,10415.1,10447.9,10051,0.0249
2019年9月13日,10415.2,10342.1,10441.4,10174.1,-0.007
2019年9月14日,10342.2,10337.3,10421.4,10253.7,-0.0005
2019年9月15日,10337.3,10311.5,10360.4,10272,-0.0025
2019年9月16日,10311.3,10255.5,10360.5,10108.5,-0.0054
2019年9月17日,10254.6,10195.7,10273.6,10153.5,-0.0058
2019年9月18日,10195.7,10164.7,10257.5,10119.3,-0.003
2019年9月19日,10164.6,10250.5,10297.6,9707.6,0.0084
2019年9月1日,9594.7,9729.3,9799.5,9533.6,0.0141
2019年9月20日,10251.5,10172.7,10279.5,10088.6,-0.0076
2019年9月21日,10172.8,9993,10177.9,9939.8,-0.0177
